Commit SHA,Java File,Old Function Signature,New Function Signature
9bc5b30329913113c8a8310260b2c8d17cb0e0e3,src/jvm/clojure.lang.Compiler.InvokeExpr,"public InvokeExpr(line int, tag Symbol, fexpr Expr, args IPersistentVector)","public InvokeExpr(source String, line int, tag Symbol, fexpr Expr, args IPersistentVector)"
9bc5b30329913113c8a8310260b2c8d17cb0e0e3,src/jvm/clojure.lang.Compiler.DefExpr,"public DefExpr(var Var, init Expr, meta Expr, initProvided boolean)","public DefExpr(source String, line int, var Var, init Expr, meta Expr, initProvided boolean)"
3f4cc942979188f9abcf32c04bcdd308df143769,src/jvm/clojure.lang.Compiler.TryExpr,"public TryExpr(tryExpr Expr, catchExprs PersistentVector, finallyExpr Expr)","public TryExpr(tryExpr Expr, catchExprs PersistentVector, finallyExpr Expr, retLocal int, finallyLocal int)"
c98a632c86515d2c7c133608d07b8b33bcfa75fc,src/jvm/clojure.lang.Compiler,public isInline(op Object) : IFn,"public isInline(op Object, arity int) : IFn"
26dc63797bf65aeedb91d01dbf6edf2f339e972a,src/jvm/clojure.lang.Compiler,"package getMatchingParams(paramlists ArrayList, argexprs IPersistentVector) : int","package getMatchingParams(methodName String, paramlists ArrayList, argexprs IPersistentVector) : int"
1527b871c6edb798c7b8877d95864fbba3aca5fc,src/jvm/clojure.lang.Agent,"public dispatch(fn IFn, args ISeq) : Object","public dispatch(fn IFn, args ISeq, solo boolean) : Object"
1527b871c6edb798c7b8877d95864fbba3aca5fc,src/jvm/clojure.lang.Agent.Action,"public Action(agent Agent, fn IFn, args ISeq)","public Action(agent Agent, fn IFn, args ISeq, solo boolean)"
dd665dc8a62f7636c3e26dbbddd92b1089294e31,src/jvm/clojure.lang.PersistentVector,"package PersistentVector(meta IPersistentMap, cnt int, shift int, root Object[])","package PersistentVector(meta IPersistentMap, cnt int, shift int, root Object[], tail Object[])"
dd665dc8a62f7636c3e26dbbddd92b1089294e31,src/jvm/clojure.lang.PersistentVector,"package PersistentVector(cnt int, shift int, root Object[])","package PersistentVector(cnt int, shift int, root Object[], tail Object[])"
df498fe4972a46a89cf06248af1712bae5d4a83a,src/jvm/clojure.lang.Var,"public intern(sym Symbol, root Object) : Var","public intern(ns Namespace, sym Symbol, root Object) : Var"
df498fe4972a46a89cf06248af1712bae5d4a83a,src/jvm/clojure.lang.Var,"private Var(sym Symbol, root Object)","package Var(ns Namespace, sym Symbol, root Object)"
df498fe4972a46a89cf06248af1712bae5d4a83a,src/jvm/clojure.lang.Var,private Var(sym Symbol),"package Var(ns Namespace, sym Symbol)"
fa30aeed53960838cdcc5d0437fdccab0e9be828,src/jvm/clojure.lang.Compiler.NewExpr,"public NewExpr(className String, args IPersistentVector)","public NewExpr(className String, args IPersistentVector, line int)"
7c2ef5d06bde5b0475e4523b7b4d47ed4bcfe52e,src/jvm/clojure.lang.Compiler.HostExpr,private maybeClassName(form Object) : String,"private maybeClassName(form Object, stringOk boolean) : String"
3d5084fe755c815a09211e2678a89df8e50ea114,src/jvm/clojure.lang.Compiler.DefExpr,"public DefExpr(var Var, init Expr, initProvided boolean)","public DefExpr(var Var, init Expr, initProvided boolean, tag Symbol)"
139ddd146f2a272b7ddda397f54b501ff499c643,src/jvm/clojure.lang.LockingTransaction,"package doCommute(ref TRef, fn IFn) : Object","package doCommute(ref TRef, fn IFn, args ISeq) : Object"
139ddd146f2a272b7ddda397f54b501ff499c643,src/jvm/clojure.lang.TRef,public commute(fn IFn) : Object,"public commute(fn IFn, args ISeq) : Object"
7b1999c497f9e39c01a2b9f5d628f22df701c0e3,src/jvm/clojure.lang.FnSeq,"public FnSeq(meta IPersistentMap, first Object, rest Delay)","public FnSeq(meta IPersistentMap, first Object, restFn IFn, rest ISeq)"
134557050ec4858b4d1ac2af8b600adbfe3f4f49,src/jvm/clojure.lang.PolyFn,"private PolyFn(meta IPersistentMap, dispatchFn IFn, dispatchTable IPersistentMap)","private MultiFn(meta IPersistentMap, dispatchFn IFn, defaultFn IFn, dispatchTable IPersistentMap)"
134557050ec4858b4d1ac2af8b600adbfe3f4f49,src/jvm/clojure.lang.PolyFn,public PolyFn(dispatchFn IFn),"public MultiFn(dispatchFn IFn, defaultFn IFn)"
d041b1fe404e73fb01ee572825d32a1d9df731d7,src/jvm/clojure.lang.Compiler,"private registerLocal(sym Symbol, javaClass Class) : LocalBinding","private registerLocal(sym Symbol, tag Symbol, init Expr) : LocalBinding"
d041b1fe404e73fb01ee572825d32a1d9df731d7,src/jvm/clojure.lang.Compiler.LocalBinding,"public LocalBinding(num int, sym Symbol, javaClass Class)","public LocalBinding(num int, sym Symbol, tag Symbol, init Expr)"
2e738a7306bd887eefc3799778b0deee2cb126c2,src/jvm/clojure.lang.Compiler.InvokeExpr,"public InvokeExpr(line int, fexpr Expr, args IPersistentVector)","public InvokeExpr(line int, tag Symbol, fexpr Expr, args IPersistentVector)"
1c442977ae85c994c1085ccab79139d653c517b7,src/jvm/clojure.lang.Compiler.InstanceMethodExpr,"public InstanceMethodExpr(target Expr, methodName String, args IPersistentVector)","public InstanceMethodExpr(line int, target Expr, methodName String, args IPersistentVector)"
1c442977ae85c994c1085ccab79139d653c517b7,src/jvm/clojure.lang.Compiler.StaticMethodExpr,"public StaticMethodExpr(className String, methodName String, args IPersistentVector)","public StaticMethodExpr(line int, className String, methodName String, args IPersistentVector)"
1c442977ae85c994c1085ccab79139d653c517b7,src/jvm/clojure.lang.Compiler.InstanceFieldExpr,"public InstanceFieldExpr(target Expr, fieldName String)","public InstanceFieldExpr(line int, target Expr, fieldName String)"
1c442977ae85c994c1085ccab79139d653c517b7,src/jvm/clojure.lang.Compiler.StaticFieldExpr,"public StaticFieldExpr(className String, fieldName String)","public StaticFieldExpr(line int, className String, fieldName String)"
d7f39a425ce621b86d1fb23ba36ae711c262aba3,src/jvm/clojure.lang.Compiler.IfExpr,"public IfExpr(testExpr Expr, thenExpr Expr, elseExpr Expr)","public IfExpr(line int, testExpr Expr, thenExpr Expr, elseExpr Expr)"
d7f39a425ce621b86d1fb23ba36ae711c262aba3,src/jvm/clojure.lang.Compiler.InvokeExpr,"public InvokeExpr(fexpr Expr, args IPersistentVector)","public InvokeExpr(line int, fexpr Expr, args IPersistentVector)"
dfb7e514c4ab8a2c878b6deaa27d984f54b5d248,src/jvm/clojure.lang.BytecodeCompiler.DefExpr,"public DefExpr(var Var, init Expr)","public DefExpr(var Var, init Expr, initProvided boolean)"
54acb784b9b1872195466924377ec49587f88f58,src/jvm/clojure.lang.BytecodeCompiler,package lookupVar(sym Symbol) : Var,"package lookupVar(sym Symbol, internNew boolean) : Var"
aeb160665adff7925207d7f60f3a7fdf5837cad0,src/jvm/clojure.lang.BytecodeCompiler,private registerLocal(b LocalBinding) : void,"private registerLocal(sym Symbol, tag Symbol) : LocalBinding"
acb5edd8085bff75b8940fa4a70ca317961e471f,src/jvm/clojure.lang.BytecodeCompiler,"private analyzeSeq(context C, form ISeq) : Expr","private analyzeSeq(context C, form ISeq, name String) : Expr"
acb5edd8085bff75b8940fa4a70ca317961e471f,src/jvm/clojure.lang.BytecodeCompiler.FnExpr,"package parse(context C, form ISeq) : Expr","package parse(context C, form ISeq, name String) : Expr"
8b21472e502732159b4d2e3fa20b25089cfd9c79,src/jvm/clojure.lang.DynamicVar,public DynamicVar(root Object),"private DynamicVar(sym Symbol, root Object)"
32ed38ea8f0dde2b8d3ac5b489510ebd359da979,src/jvm/clojure.lang.TStamp,public TStamp(tpoint long),"public TStamp(tpoint long, status Status)"
76e5252aaf17760df635115999bc212a860c8b9d,src/jvm/clojure.lang.TVal,"package TVal(val Object, tstamp TStamp)","package TVal(val Object, tstamp TStamp, prior TVal)"
fa6d4d3681917738c1acf5653239c19872bf71d9,src/jvm/clojure.lang.PersistentHashMap.Node,"public assoc(shift int, hash int, key Object, val Object) : INode","public assoc(shift int, hash int, key Object, val Object, addedLeaf Box) : INode"
fa6d4d3681917738c1acf5653239c19872bf71d9,src/jvm/clojure.lang.PersistentHashMap.Node,"package create(shift int, leaf ILeaf, hash int, key Object, val Object) : INode","package create(shift int, leaf ILeaf, hash int, key Object, val Object, addedLeaf Box) : INode"
fa6d4d3681917738c1acf5653239c19872bf71d9,src/jvm/clojure.lang.PersistentHashMap.HashCollisionLeaf,"public assoc(shift int, hash int, key Object, val Object) : INode","public assoc(shift int, hash int, key Object, val Object, addedLeaf Box) : INode"
ad0302cd67dc50695a9348178065f0ec090b9890,src/jvm/clojure.lang.Compiler,private analyzeSymbol(sym Symbol) : Expr,"private analyzeSymbol(sym Symbol, inFnPosition boolean) : Expr"
28fe593fca2b06b203cb3ce3e6b7ea3eee7dd9a7,src/jvm/clojure.lang.PersistentArray.Master,"package Master(size int, defaultVal Object, loadFactor float)","package Master(size int, defaultVal Object, loadFactor float, basis int[])"
b9b9ceb459f528347f2433357697370fa3fa67b4,src/jvm/clojure.lang.PersistentHashtableMap.Seq,"package next(buckets PersistentArray, b int, e ISeq) : Seq","package next(buckets PersistentArray, b int, e ISeq, cnt int) : Seq"
b9b9ceb459f528347f2433357697370fa3fa67b4,src/jvm/clojure.lang.PersistentTreeMap.Seq,"package create(t Node, asc boolean) : Seq","package create(t Node, asc boolean, cnt int) : Seq"
b9b9ceb459f528347f2433357697370fa3fa67b4,src/jvm/clojure.lang.PersistentHashtableMap.Seq,public create(buckets PersistentArray) : Seq,"public create(buckets PersistentArray, cnt int) : Seq"
b9b9ceb459f528347f2433357697370fa3fa67b4,src/jvm/clojure.lang.PersistentHashtableMap.Seq,"package Seq(buckets PersistentArray, b int, e ISeq)","package Seq(buckets PersistentArray, b int, e ISeq, cnt int)"
b9b9ceb459f528347f2433357697370fa3fa67b4,src/jvm/clojure.lang.PersistentTreeMap.Seq,"public Seq(stack ISeq, asc boolean)","public Seq(stack ISeq, asc boolean, cnt int)"
e5fafd352e9351e1f55b1fac0de911e1dc3b632a,src/jvm/clojure.lang.PersistentQueue,"package PersistentQueue(f ISeq, r PersistentArrayList)","package PersistentQueue(f ISeq, r PersistentArrayList, meta IPersistentMap)"
0c422d65c6dc16d9e2887695ee5f6fa3e07fe617,src/jvm/clojure.lang.PersistentTreeMap,"package PersistentTreeMap(comp Comparator, tree Node, count int)","package PersistentTreeMap(comp Comparator, tree Node, count int, meta IPersistentMap)"
0c422d65c6dc16d9e2887695ee5f6fa3e07fe617,src/jvm/clojure.lang.PersistentListIdentityMap.Link,"package Link(key Object, val Object, next PersistentListIdentityMap)","package Link(key Object, val Object, next PersistentListIdentityMap, meta IPersistentMap)"
0c422d65c6dc16d9e2887695ee5f6fa3e07fe617,src/jvm/clojure.lang.PersistentListMap.Link,"package Link(key Object, val Object, next PersistentListMap)","package Link(key Object, val Object, next PersistentListMap, meta IPersistentMap)"
0c422d65c6dc16d9e2887695ee5f6fa3e07fe617,src/jvm/clojure.lang.PersistentListIdentityMap.Tail,"package Tail(key Object, val Object)","package Tail(key Object, val Object, meta IPersistentMap)"
0c422d65c6dc16d9e2887695ee5f6fa3e07fe617,src/jvm/clojure.lang.PersistentListMap.Tail,"package Tail(key Object, val Object)","package Tail(key Object, val Object, meta IPersistentMap)"
45928ffe7f2b9e59633fb7931f2a3c75c9d6589f,src/jvm/clojure.lang.PersistentListIdentityMap,public add(key Object) : IPersistentMap,"public add(key Object, val Object) : IPersistentMap"
45928ffe7f2b9e59633fb7931f2a3c75c9d6589f,src/jvm/clojure.lang.PersistentListMap,public add(key Object) : IPersistentMap,"public add(key Object, val Object) : IPersistentMap"
8e50dd7ed5a321d6fd2a1f8f0c9d0ef19fbed2f1,src/org.clojure.runtime.PersistentArray.Master,"package Master(size int, defaultVal Object)","package Master(size int, defaultVal Object, loadFactor double)"
08e27be5bba0400b651ed7877e72ff48bbdd6ccc,src/org.clojure.runtime.Obj,public get(key Comparable) : Object,"public get(tld ThreadLocalData, key Comparable) : Object"
08e27be5bba0400b651ed7877e72ff48bbdd6ccc,src/org.clojure.runtime.Obj,public has(key Comparable) : boolean,"public has(tld ThreadLocalData, key Comparable) : boolean"
08e27be5bba0400b651ed7877e72ff48bbdd6ccc,src/org.clojure.runtime.Obj,"public put(key Comparable, val Object) : Object","public put(tld ThreadLocalData, key Comparable, val Object) : Object"
7e7516821258dd51e411b51a8851c54320f64dc3,src/org.clojure.runtime.RBSet,"package add(t Node, key Object) : Node","package add(t Node, key Object, val Object, found Box) : Node"
dd69b27bae9fec5dadd3b57670d2f0c0a14349f1,src/org.clojure.runtime.Reflector,"public getMethods(c Class, arity int, name String) : List","public getMethods(c Class, arity int, name String, getStatics boolean) : List"
dd69b27bae9fec5dadd3b57670d2f0c0a14349f1,src/org.clojure.runtime.Reflector,"public getField(c Class, name String) : Field","public getField(c Class, name String, getStatics boolean) : Field"
